,first,second,third
170665,1,2,3
170666,2,3,1
170667,1,3,2
170668,2,1,3
170669,1,3,2
170670,3,2,1
170671,1,3,2
170672,3,1,2
170673,3,1,2
170674,1,3,2
170675,3,2,1
170676,2,3,1
170677,2,3,1
170678,3,2,1
170679,3,2,1
170680,3,2,1
170681,1,3,2
170682,2,3,1
170683,2,1,3
170684,3,1,2
170685,1,2,3
170686,1,3,2
170687,1,3,2
170688,1,2,3
170689,2,3,1
170690,3,2,1
170691,2,3,1
170692,2,3,1
170693,2,1,3
170694,2,1,3
170695,1,3,2
170696,3,1,2
170697,1,2,3
170698,1,2,3
170699,3,1,2
170700,3,1,2
170701,3,1,2
170702,1,3,2
170703,3,1,2
170704,3,2,1
170705,2,1,3
170706,3,1,2
170707,2,1,3
170708,3,2,1
170709,3,1,2
170710,3,1,2
170711,1,2,3
170712,3,2,1
170713,2,3,1
170714,3,1,2
170715,2,1,3
170716,3,2,1
170717,3,1,2
170718,1,2,3
170719,3,2,1
170720,3,2,1
170721,3,2,1
170722,1,3,2
170723,3,2,1
170724,1,2,3
170725,2,1,3
170726,3,1,2
170727,1,3,2
170728,1,2,3
170729,2,3,1
170730,1,3,2
170731,2,3,1
170732,2,1,3
170733,1,2,3
170734,3,1,2
170735,3,1,2
170736,2,3,1
170737,2,1,3
170738,3,1,2
170739,3,1,2
170740,1,3,2
170741,3,2,1
170742,1,2,3
170743,2,1,3
170744,1,2,3
170745,2,3,1
170746,3,2,1
170747,2,1,3
170748,1,3,2
170749,3,1,2
170750,2,1,3
170751,2,1,3
170752,2,1,3
170753,2,3,1
170754,2,1,3
170755,3,1,2
170756,3,1,2
170757,2,3,1
170758,2,1,3
170759,2,3,1
170760,2,3,1
170761,3,1,2
170762,2,3,1
170763,1,3,2
170764,2,1,3
170765,2,1,3
170766,2,1,3
170767,3,1,2
170768,3,2,1
170769,2,3,1
170770,2,1,3
170771,1,2,3
170772,1,3,2
170773,2,1,3
170774,3,2,1
170775,3,1,2
170776,1,3,2
170777,3,2,1
170778,2,1,3
170779,2,1,3
170780,1,2,3
170781,2,1,3
170782,2,1,3
170783,1,2,3
170784,3,2,1
170785,2,3,1
170786,3,2,1
170787,2,1,3
170788,1,2,3
170789,3,2,1
170790,3,2,1
170791,2,3,1
170792,2,3,1
170793,1,3,2
170794,1,2,3
170795,3,1,2
170796,2,1,3
170797,3,1,2
170798,3,1,2
170799,1,3,2
170800,3,2,1
170801,3,1,2
170802,3,2,1
170803,3,1,2
170804,3,2,1
170805,2,3,1
170806,3,1,2
170807,1,3,2
170808,1,2,3
170809,3,1,2
170810,1,3,2
170811,2,3,1
170812,3,1,2
170813,3,1,2
170814,2,1,3
170815,2,1,3
170816,2,1,3
170817,1,3,2
170818,3,1,2
170819,2,3,1
170820,3,2,1
170821,3,2,1
170822,2,1,3
170823,3,2,1
170824,2,1,3
170825,3,1,2
170826,2,1,3
170827,3,1,2
170828,3,2,1
170829,1,2,3
170830,1,3,2
170831,3,1,2
170832,3,2,1
170833,1,2,3
170834,1,3,2
170835,1,3,2
170836,3,1,2
170837,2,3,1
170838,3,2,1
170839,3,2,1
170840,1,2,3
170841,3,1,2
170842,2,1,3
170843,3,2,1
170844,3,2,1
170845,3,2,1
170846,1,2,3
170847,2,1,3
170848,3,2,1
170849,3,2,1
170850,2,1,3
170851,3,2,1
170852,3,2,1
170853,1,3,2
170854,3,2,1
170855,1,3,2
170856,1,2,3
170857,3,1,2
170858,3,1,2
170859,3,1,2
170860,3,2,1
170861,2,1,3
170862,3,2,1
170863,1,3,2
170864,1,2,3
170865,1,2,3
170866,3,1,2
170867,2,3,1
170868,3,2,1
170869,3,1,2
170870,3,2,1
170871,2,3,1
170872,3,1,2
170873,2,1,3
170874,3,2,1
170875,1,2,3
170876,2,3,1
170877,3,1,2
170878,1,2,3
170879,3,2,1
170880,1,3,2
170881,3,2,1
170882,3,1,2
170883,2,3,1
170884,3,2,1
170885,3,2,1
170886,2,3,1
170887,3,1,2
170888,1,2,3
170889,3,2,1
170890,1,3,2
170891,2,1,3
170892,2,3,1
170893,2,3,1
170894,2,3,1
170895,2,1,3
170896,1,2,3
170897,2,3,1
170898,3,1,2
170899,2,3,1
170900,1,3,2
170901,3,2,1
170902,3,1,2
170903,3,2,1
170904,2,3,1
170905,2,3,1
170906,3,1,2
170907,2,1,3
170908,1,3,2
170909,3,2,1
170910,1,3,2
170911,3,1,2
170912,2,3,1
170913,3,2,1
170914,3,1,2
170915,2,1,3
170916,1,2,3
170917,3,1,2
170918,1,3,2
170919,1,2,3
170920,3,1,2
170921,3,1,2
170922,1,2,3
170923,2,3,1
170924,1,3,2
170925,1,3,2
170926,2,3,1
170927,1,2,3
170928,3,2,1
170929,3,1,2
170930,3,2,1
170931,2,3,1
170932,2,1,3
170933,2,1,3
170934,1,3,2
170935,2,3,1
170936,1,3,2
170937,1,2,3
170938,2,1,3
170939,1,2,3
170940,3,2,1
170941,1,3,2
170942,3,1,2
170943,1,2,3
170944,2,3,1
170945,1,2,3
170946,2,3,1
170947,2,3,1
170948,1,2,3
170949,1,2,3
170950,2,3,1
170951,1,2,3
170952,1,3,2
170953,3,2,1
170954,1,2,3
170955,3,2,1
170956,2,3,1
170957,2,3,1
170958,1,3,2
170959,2,3,1
170960,3,2,1
170961,3,2,1
170962,1,3,2
170963,1,2,3
170964,3,2,1
170965,3,2,1
170966,1,3,2
170967,2,1,3
170968,1,3,2
170969,2,1,3
170970,3,2,1
170971,1,3,2
170972,3,2,1
170973,2,3,1
170974,3,1,2
170975,1,2,3
170976,3,1,2
170977,1,2,3
170978,3,1,2
170979,1,3,2
170980,2,1,3
170981,3,2,1
170982,3,2,1
170983,3,1,2
170984,2,1,3
170985,1,2,3
170986,1,2,3
170987,1,2,3
170988,2,1,3
170989,1,3,2
170990,2,1,3
170991,3,2,1
170992,1,2,3
170993,3,1,2
170994,3,1,2
170995,1,3,2
170996,1,2,3
170997,3,2,1
170998,3,2,1
170999,3,1,2
171000,1,2,3
171001,1,2,3
171002,1,2,3
171003,2,1,3
171004,1,2,3
171005,3,2,1
171006,1,3,2
171007,3,1,2
171008,1,2,3
171009,1,2,3
171010,2,3,1
171011,2,1,3
171012,1,2,3
171013,2,3,1
171014,3,1,2
171015,2,3,1
171016,3,1,2
171017,2,1,3
171018,2,1,3
171019,2,1,3
171020,3,1,2
171021,2,3,1
171022,3,2,1
171023,3,2,1
171024,3,2,1
171025,2,3,1
171026,3,2,1
171027,3,1,2
171028,3,2,1
171029,1,2,3
171030,1,2,3
171031,2,3,1
171032,1,2,3
171033,3,2,1
171034,3,2,1
171035,2,3,1
171036,2,1,3
171037,3,1,2
171038,2,1,3
171039,2,1,3
171040,3,1,2
171041,1,3,2
171042,2,1,3
171043,3,1,2
171044,2,1,3
171045,1,3,2
171046,3,1,2
171047,3,1,2
171048,1,2,3
171049,1,3,2
171050,1,2,3
171051,2,1,3
171052,1,2,3
171053,3,2,1
171054,3,1,2
171055,3,2,1
171056,1,3,2
171057,3,1,2
171058,2,3,1
171059,1,3,2
171060,3,2,1
171061,3,2,1
171062,3,1,2
171063,2,3,1
171064,3,1,2
171065,2,3,1
171066,1,3,2
171067,1,3,2
171068,2,3,1
171069,3,2,1
171070,3,1,2
171071,2,1,3
171072,1,3,2
171073,2,1,3
171074,3,2,1
171075,2,1,3
171076,1,3,2
171077,3,1,2
171078,2,1,3
171079,1,2,3
171080,3,1,2
171081,3,2,1
171082,2,1,3
171083,3,2,1
171084,1,3,2
171085,1,3,2
171086,2,1,3
171087,3,2,1
171088,3,2,1
171089,1,2,3
171090,2,3,1
171091,3,1,2
171092,3,2,1
171093,2,1,3
171094,1,3,2
171095,1,2,3
171096,3,1,2
171097,3,2,1
171098,1,2,3
171099,1,2,3
171100,2,1,3
171101,1,3,2
171102,2,1,3
171103,1,2,3
171104,3,1,2
171105,2,1,3
171106,3,2,1
171107,2,3,1
171108,1,3,2
171109,2,1,3
171110,2,3,1
171111,2,1,3
171112,3,2,1
171113,2,3,1
171114,3,1,2
171115,1,3,2
171116,1,2,3
171117,1,3,2
171118,1,2,3
171119,2,1,3
171120,1,3,2
171121,3,1,2
171122,2,3,1
171123,2,3,1
171124,1,3,2
171125,3,1,2
171126,3,1,2
171127,3,1,2
171128,3,2,1
171129,3,1,2
171130,3,1,2
171131,1,2,3
171132,3,2,1
171133,1,3,2
171134,1,2,3
171135,2,1,3
171136,3,2,1
171137,3,1,2
171138,3,1,2
171139,1,2,3
171140,1,3,2
171141,2,3,1
171142,3,2,1
171143,2,1,3
171144,1,3,2
171145,1,3,2
171146,2,1,3
171147,3,1,2
171148,2,1,3
171149,1,2,3
171150,3,2,1
171151,1,2,3
171152,1,3,2
171153,1,3,2
171154,3,2,1
171155,3,1,2
171156,3,2,1
171157,3,1,2
171158,1,3,2
171159,3,2,1
171160,3,2,1
171161,2,1,3
171162,2,3,1
171163,2,3,1
171164,1,2,3
171165,3,1,2
171166,3,2,1
171167,1,3,2
171168,1,3,2
171169,3,2,1
171170,3,2,1
171171,1,2,3
171172,1,3,2
171173,3,1,2
171174,1,3,2
171175,3,1,2
171176,2,3,1
171177,1,2,3
171178,2,3,1
171179,1,3,2
171180,1,2,3
171181,1,2,3
171182,2,3,1
171183,2,3,1
171184,2,1,3
171185,2,3,1
171186,1,3,2
171187,3,2,1
171188,3,2,1
171189,2,3,1
171190,1,3,2
171191,1,3,2
171192,1,3,2
171193,3,1,2
171194,3,1,2
171195,1,2,3
171196,1,2,3
171197,2,1,3
171198,2,3,1
171199,2,1,3
171200,1,3,2
171201,2,3,1
171202,2,1,3
171203,3,2,1
171204,3,1,2
171205,3,1,2
171206,3,1,2
171207,1,2,3
171208,1,3,2
171209,2,1,3
171210,2,1,3
171211,3,1,2
171212,2,1,3
171213,1,3,2
171214,2,1,3
171215,3,1,2
171216,3,2,1
171217,1,2,3
171218,2,3,1
171219,3,2,1
171220,1,2,3
171221,3,1,2
171222,2,1,3
171223,1,3,2
171224,1,2,3
171225,2,3,1
171226,3,1,2
171227,1,2,3
171228,2,1,3
171229,3,2,1
171230,2,3,1
171231,2,3,1
171232,2,1,3
171233,2,3,1
171234,1,2,3
171235,3,2,1
171236,2,3,1
171237,3,1,2
171238,3,1,2
171239,1,2,3
171240,1,3,2
171241,1,2,3
171242,1,3,2
171243,3,2,1
171244,1,2,3
171245,3,1,2
171246,2,3,1
171247,3,2,1
171248,1,2,3
171249,3,2,1
171250,2,1,3
171251,3,1,2
171252,3,2,1
171253,2,3,1
171254,3,2,1
171255,3,1,2
171256,1,3,2
171257,2,3,1
171258,1,2,3
171259,3,1,2
171260,1,3,2
171261,1,2,3
171262,3,1,2
171263,1,3,2
171264,3,1,2
171265,2,3,1
171266,2,1,3
171267,1,3,2
171268,3,2,1
171269,2,1,3
171270,2,3,1
171271,1,3,2
171272,3,1,2
171273,1,3,2
171274,3,1,2
171275,3,1,2
171276,3,1,2
171277,1,2,3
171278,3,2,1
171279,1,3,2
171280,2,3,1
171281,1,2,3
171282,2,1,3
171283,3,1,2
171284,2,3,1
171285,2,1,3
171286,3,2,1
171287,1,3,2
171288,3,2,1
171289,3,1,2
171290,3,2,1
171291,2,1,3
171292,2,1,3
171293,3,2,1
171294,2,3,1
171295,3,2,1
171296,2,3,1
171297,3,2,1
171298,2,3,1
171299,1,3,2
171300,1,2,3
171301,2,1,3
171302,1,3,2
171303,1,3,2
171304,1,3,2
171305,1,3,2
171306,2,3,1
171307,2,3,1
171308,3,2,1
171309,2,3,1
171310,1,2,3
171311,1,3,2
171312,3,2,1
171313,1,3,2
171314,1,3,2
171315,3,1,2
171316,3,2,1
171317,2,3,1
171318,2,3,1
171319,1,3,2
171320,3,1,2
171321,3,1,2
171322,1,3,2
171323,1,2,3
171324,2,3,1
171325,1,2,3
171326,3,2,1
171327,1,3,2
171328,3,2,1
171329,1,2,3
171330,2,3,1
171331,1,2,3
171332,2,1,3
171333,3,1,2
171334,3,2,1
171335,1,3,2
171336,1,3,2
171337,1,3,2
171338,3,2,1
171339,3,2,1
171340,2,1,3
171341,2,3,1
171342,1,3,2
171343,2,3,1
171344,3,2,1
171345,3,1,2
171346,2,3,1
171347,1,3,2
171348,1,2,3
171349,1,2,3
171350,2,1,3
171351,1,2,3
171352,1,3,2
171353,3,1,2
171354,1,3,2
171355,1,2,3
171356,3,1,2
171357,1,2,3
171358,1,3,2
171359,1,3,2
171360,2,1,3
171361,3,2,1
171362,1,3,2
171363,3,2,1
171364,3,2,1
171365,1,3,2
171366,2,3,1
171367,2,3,1
171368,1,3,2
171369,3,2,1
171370,3,1,2
171371,1,3,2
171372,3,2,1
171373,2,3,1
171374,1,3,2
171375,3,1,2
171376,2,1,3
171377,2,1,3
171378,2,1,3
171379,3,1,2
171380,2,1,3
171381,1,3,2
171382,2,1,3
171383,2,3,1
171384,2,3,1
171385,2,3,1
171386,2,3,1
171387,1,3,2
171388,3,2,1
171389,2,1,3
171390,1,3,2
171391,3,2,1
171392,2,1,3
171393,2,3,1
171394,3,2,1
171395,2,1,3
171396,3,2,1
171397,2,1,3
171398,2,3,1
171399,3,2,1
171400,1,3,2
171401,1,3,2
171402,1,2,3
171403,2,1,3
171404,1,3,2
171405,1,3,2
171406,1,2,3
171407,1,2,3
171408,2,1,3
171409,1,3,2
171410,2,3,1
171411,1,2,3
171412,1,2,3
171413,1,3,2
171414,2,1,3
171415,3,1,2
171416,2,1,3
171417,3,2,1
171418,1,3,2
171419,3,2,1
171420,3,2,1
171421,2,3,1
171422,2,1,3
171423,3,1,2
171424,1,2,3
171425,1,3,2
171426,3,1,2
171427,3,2,1
171428,2,3,1
171429,1,3,2
171430,3,2,1
171431,1,2,3
171432,1,2,3
171433,3,2,1
171434,1,3,2
171435,2,3,1
171436,1,3,2
171437,1,2,3
171438,3,1,2
171439,2,1,3
171440,1,2,3
171441,1,2,3
171442,3,1,2
171443,3,2,1
171444,3,2,1
171445,3,2,1
171446,2,1,3
171447,2,3,1
171448,3,1,2
171449,3,1,2
171450,2,3,1
171451,2,1,3
171452,1,3,2
171453,1,2,3
171454,2,3,1
171455,3,2,1
171456,1,3,2
171457,3,2,1
171458,3,1,2
171459,3,1,2
171460,1,3,2
171461,2,1,3
171462,3,1,2
171463,2,1,3
171464,1,3,2
171465,2,1,3
171466,3,2,1
171467,3,1,2
171468,3,2,1
171469,2,3,1
171470,1,2,3
171471,1,3,2
171472,3,1,2
171473,3,1,2
171474,2,1,3
171475,3,2,1
171476,1,2,3
171477,3,2,1
171478,3,1,2
171479,3,1,2
171480,2,3,1
171481,2,3,1
171482,1,2,3
171483,2,3,1
171484,1,2,3
171485,2,3,1
171486,3,1,2
171487,2,3,1
171488,1,3,2
171489,2,1,3
171490,2,3,1
171491,3,2,1
171492,2,3,1
171493,1,2,3
171494,2,1,3
171495,3,2,1
171496,3,1,2
171497,3,2,1
171498,3,1,2
171499,3,2,1
171500,1,2,3
171501,3,1,2
171502,1,3,2
171503,2,3,1
171504,3,1,2
171505,2,3,1
171506,2,3,1
171507,1,2,3
171508,3,2,1
171509,2,1,3
171510,3,2,1
171511,3,2,1
171512,2,3,1
171513,3,1,2
171514,2,1,3
171515,3,2,1
171516,3,1,2
171517,3,1,2
171518,2,3,1
171519,2,3,1
171520,2,1,3
171521,2,1,3
171522,1,3,2
171523,3,2,1
171524,2,3,1
171525,2,1,3
171526,1,3,2
171527,3,1,2
171528,3,2,1
171529,3,2,1
171530,1,3,2
171531,1,2,3
171532,1,2,3
171533,1,3,2
171534,2,3,1
171535,3,1,2
171536,2,1,3
171537,2,1,3
171538,2,1,3
171539,3,2,1
171540,3,2,1
171541,3,1,2
171542,3,1,2
171543,1,2,3
171544,2,1,3
171545,2,3,1
171546,3,1,2
171547,2,3,1
171548,3,1,2
171549,1,2,3
171550,1,2,3
171551,3,1,2
171552,2,1,3
171553,2,1,3
171554,1,2,3
171555,2,1,3
171556,3,2,1
171557,3,1,2
171558,1,3,2
171559,1,2,3
171560,1,2,3
171561,1,2,3
171562,2,1,3
171563,1,3,2
171564,1,2,3
171565,2,1,3
171566,1,3,2
171567,2,1,3
171568,2,3,1
171569,3,1,2
171570,2,1,3
171571,1,3,2
171572,2,1,3
171573,1,3,2
171574,3,2,1
171575,3,1,2
171576,1,3,2
171577,3,2,1
171578,1,2,3
171579,1,3,2
171580,1,3,2
171581,1,3,2
171582,3,2,1
171583,1,2,3
171584,2,3,1
171585,1,3,2
171586,1,3,2
171587,3,2,1
171588,2,1,3
171589,1,2,3
171590,2,1,3
171591,2,1,3
171592,3,1,2
171593,3,1,2
171594,3,1,2
171595,3,1,2
171596,2,1,3
171597,3,1,2
171598,1,2,3
171599,2,1,3
171600,3,2,1
171601,2,1,3
171602,2,3,1
171603,2,1,3
171604,2,3,1
171605,1,3,2
171606,1,3,2
171607,3,1,2
171608,1,2,3
171609,2,3,1
171610,1,3,2
171611,1,2,3
171612,3,2,1
171613,3,1,2
171614,2,1,3
171615,3,2,1
171616,1,2,3
171617,1,2,3
171618,3,2,1
171619,2,3,1
171620,1,2,3
171621,3,2,1
171622,3,1,2
171623,1,3,2
171624,1,2,3
171625,3,2,1
171626,1,3,2
171627,3,1,2
171628,1,3,2
171629,1,2,3
171630,3,2,1
171631,1,3,2
171632,2,3,1
171633,3,1,2
171634,3,1,2
171635,3,2,1
171636,2,3,1
171637,1,2,3
171638,2,3,1
171639,3,2,1
171640,1,2,3
171641,3,1,2
171642,2,1,3
171643,2,3,1
171644,2,3,1
171645,2,3,1
171646,2,3,1
171647,3,1,2
171648,1,2,3
171649,1,2,3
171650,3,2,1
171651,2,1,3
171652,3,1,2
171653,3,2,1
171654,1,3,2
171655,2,3,1
171656,1,3,2
171657,3,2,1
171658,1,2,3
171659,2,3,1
171660,3,2,1
171661,2,3,1
171662,3,2,1
171663,3,1,2
171664,1,2,3
171665,2,1,3
171666,3,2,1
171667,3,2,1
171668,3,1,2
171669,3,1,2
171670,2,3,1
171671,1,3,2
171672,1,2,3
171673,1,2,3
171674,3,1,2
171675,3,2,1
171676,3,1,2
171677,1,2,3
171678,2,3,1
171679,1,2,3
171680,1,2,3
171681,1,3,2
171682,2,3,1
171683,1,2,3
171684,2,3,1
171685,1,2,3
171686,3,1,2
171687,2,1,3
171688,2,1,3
171689,1,3,2
171690,2,1,3
171691,1,3,2
171692,2,1,3
171693,3,1,2
171694,2,1,3
171695,3,2,1
171696,1,2,3
171697,2,3,1
171698,1,3,2
171699,3,1,2
171700,3,1,2
171701,1,2,3
171702,1,2,3
171703,2,3,1
171704,3,1,2
171705,1,3,2
171706,2,1,3
171707,1,3,2
171708,2,1,3
171709,1,3,2
171710,2,3,1
171711,1,2,3
171712,3,1,2
171713,1,3,2
171714,1,2,3
171715,1,2,3
171716,1,2,3
171717,1,2,3
171718,2,3,1
171719,1,3,2
171720,1,2,3
171721,3,1,2
171722,3,2,1
171723,3,2,1
171724,1,2,3
171725,3,2,1
171726,2,1,3
171727,3,2,1
171728,2,3,1
171729,3,1,2
171730,3,2,1
171731,2,1,3
171732,2,1,3
171733,3,2,1
171734,3,2,1
171735,1,3,2
171736,2,1,3
171737,2,1,3
171738,1,3,2
171739,1,2,3
171740,3,1,2
171741,3,2,1
171742,3,2,1
171743,3,1,2
171744,1,2,3
171745,1,3,2
171746,2,1,3
171747,2,3,1
171748,2,1,3
171749,3,1,2
171750,3,2,1
171751,2,3,1
171752,1,3,2
171753,1,3,2
171754,1,2,3
171755,1,2,3
171756,2,3,1
171757,3,2,1
171758,3,1,2
171759,3,2,1
171760,1,3,2
171761,2,1,3
171762,2,1,3
171763,1,2,3
171764,3,2,1
171765,2,3,1
171766,1,3,2
171767,1,3,2
171768,1,2,3
171769,1,2,3
171770,3,2,1
171771,1,3,2
171772,1,2,3
171773,1,2,3
171774,2,3,1
171775,2,3,1
171776,2,1,3
171777,2,1,3
171778,2,1,3
171779,3,2,1
171780,1,2,3
171781,1,3,2
171782,3,2,1
171783,1,2,3
171784,1,3,2
171785,1,2,3
171786,2,3,1
171787,2,1,3
171788,1,2,3
171789,3,1,2
171790,2,1,3
171791,3,2,1
171792,2,1,3
171793,2,3,1
171794,2,1,3
171795,2,3,1
171796,3,2,1
171797,2,3,1
171798,3,2,1
171799,3,2,1
171800,2,3,1
171801,3,1,2
171802,1,3,2
171803,1,2,3
171804,2,1,3
171805,3,1,2
171806,3,1,2
171807,3,2,1
171808,3,1,2
171809,3,2,1
171810,2,1,3
171811,2,3,1
171812,1,2,3
171813,1,3,2
171814,3,1,2
171815,2,1,3
171816,1,3,2
171817,1,3,2
171818,3,2,1
171819,2,1,3
171820,2,3,1
171821,2,3,1
171822,2,3,1
171823,1,3,2
171824,3,2,1
171825,1,2,3
171826,3,2,1
171827,2,3,1
171828,3,1,2
171829,1,3,2
171830,2,1,3
171831,1,2,3
171832,1,3,2
171833,2,3,1
171834,3,1,2
171835,1,3,2
171836,2,1,3
171837,2,3,1
171838,1,3,2
171839,3,1,2
171840,2,1,3
171841,2,1,3
171842,2,1,3
171843,2,1,3
171844,3,1,2
171845,3,1,2
171846,2,3,1
171847,3,1,2
171848,2,3,1
171849,3,1,2
171850,3,1,2
171851,3,2,1
171852,3,1,2
171853,2,3,1
171854,1,3,2
171855,2,3,1
171856,1,3,2
171857,1,3,2
171858,3,2,1
171859,1,2,3
171860,2,3,1
171861,1,2,3
171862,1,2,3
171863,2,3,1
171864,3,1,2
171865,1,2,3
171866,3,1,2
171867,3,2,1
171868,2,1,3
171869,3,1,2
171870,2,1,3
171871,3,2,1
171872,3,2,1
171873,1,2,3
171874,1,3,2
171875,2,3,1
171876,1,2,3
171877,2,1,3
171878,2,1,3
171879,1,2,3
171880,2,1,3
171881,3,2,1
171882,3,2,1
171883,2,3,1
171884,1,2,3
171885,3,1,2
171886,3,1,2
171887,1,3,2
171888,3,1,2
171889,2,1,3
171890,3,2,1
171891,1,3,2
171892,1,3,2
171893,1,3,2
171894,3,2,1
171895,2,1,3
171896,2,1,3
171897,3,2,1
171898,3,1,2
171899,3,1,2
171900,2,1,3
171901,2,3,1
171902,2,1,3
171903,3,2,1
171904,3,1,2
171905,2,1,3
171906,2,1,3
171907,1,3,2
171908,2,1,3
171909,2,3,1
171910,3,1,2
171911,3,1,2
171912,1,3,2
171913,3,1,2
171914,2,3,1
171915,2,1,3
171916,1,2,3
171917,1,3,2
171918,1,2,3
171919,1,2,3
171920,2,1,3
171921,1,3,2
171922,1,2,3
171923,2,3,1
171924,3,1,2
171925,3,2,1
171926,3,2,1
171927,1,2,3
171928,3,2,1
171929,1,2,3
171930,3,1,2
171931,2,1,3
171932,1,3,2
171933,2,3,1
171934,3,2,1
171935,1,3,2
171936,1,3,2
171937,1,3,2
171938,1,3,2
171939,1,2,3
171940,2,3,1
171941,3,1,2
171942,1,3,2
171943,2,3,1
171944,3,2,1
171945,2,1,3
171946,1,2,3
171947,1,2,3
171948,3,1,2
171949,2,3,1
171950,1,3,2
171951,1,2,3
171952,3,1,2
171953,3,2,1
171954,1,3,2
171955,3,1,2
171956,1,2,3
171957,3,2,1
171958,3,2,1
171959,1,2,3
171960,1,2,3
171961,3,1,2
171962,3,2,1
171963,1,2,3
171964,1,3,2
171965,3,2,1
171966,1,2,3
171967,3,1,2
171968,3,1,2
171969,3,1,2
171970,3,1,2
171971,3,2,1
171972,3,1,2
171973,1,2,3
171974,2,3,1
171975,2,3,1
171976,2,1,3
171977,2,3,1
171978,2,1,3
171979,1,3,2
171980,1,2,3
171981,2,1,3
171982,2,3,1
171983,3,1,2
171984,1,2,3
171985,3,1,2
171986,3,1,2
171987,1,3,2
171988,1,3,2
171989,3,2,1
171990,2,3,1
171991,3,2,1
171992,3,1,2
171993,1,3,2
171994,3,1,2
171995,2,1,3
171996,1,2,3
171997,3,1,2
171998,2,3,1
171999,1,3,2
172000,3,1,2
172001,2,1,3
172002,3,1,2
172003,3,2,1
172004,1,3,2
172005,1,3,2
172006,1,2,3
172007,3,2,1
172008,3,2,1
172009,2,1,3
172010,2,3,1
172011,2,3,1
172012,3,1,2
172013,2,3,1
172014,1,2,3
172015,2,3,1
172016,2,3,1
172017,2,1,3
172018,2,1,3
172019,2,1,3
172020,1,3,2
172021,2,1,3
172022,1,2,3
172023,1,3,2
172024,3,1,2
172025,2,1,3
172026,2,3,1
172027,3,2,1
172028,2,1,3
172029,1,3,2
172030,2,3,1
172031,1,3,2
172032,3,1,2
172033,2,3,1
172034,2,1,3
172035,1,3,2
172036,2,3,1
172037,1,2,3
172038,1,3,2
172039,3,2,1
172040,2,3,1
172041,1,3,2
172042,1,2,3
172043,1,2,3
172044,2,3,1
172045,1,2,3
172046,2,1,3
172047,2,3,1
172048,1,3,2
172049,3,1,2
172050,1,3,2
172051,1,2,3
172052,1,3,2
172053,3,1,2
172054,3,1,2
172055,3,1,2
172056,1,2,3
172057,3,2,1
172058,1,3,2
172059,2,3,1
172060,1,3,2
172061,1,2,3
172062,1,2,3
172063,2,1,3
172064,1,3,2
172065,2,1,3
172066,1,2,3
172067,2,1,3
172068,1,2,3
172069,2,3,1
172070,1,2,3
172071,2,1,3
172072,1,3,2
172073,3,1,2
172074,2,1,3
172075,3,1,2
172076,1,2,3
172077,3,2,1
172078,2,3,1
172079,1,3,2
172080,3,1,2
172081,2,3,1
172082,2,3,1
172083,2,3,1
172084,2,1,3
172085,1,2,3
172086,1,2,3
172087,3,2,1
172088,1,3,2
172089,3,2,1
172090,2,1,3
172091,2,1,3
172092,3,1,2
172093,2,3,1
172094,3,1,2
172095,3,2,1
172096,2,1,3
172097,1,3,2
172098,3,2,1
172099,2,3,1
172100,2,3,1
172101,3,2,1
172102,1,3,2
172103,1,3,2
172104,1,2,3
172105,2,1,3
172106,2,1,3
172107,1,2,3
172108,2,1,3
172109,1,2,3
172110,3,2,1
172111,2,1,3
172112,3,1,2
172113,1,3,2
172114,2,3,1
172115,2,3,1
172116,2,3,1
172117,2,1,3
172118,1,2,3
172119,1,3,2
172120,3,1,2
172121,2,3,1
172122,1,3,2
172123,1,2,3
172124,2,3,1
172125,2,3,1
172126,3,1,2
172127,3,1,2
172128,3,1,2
172129,2,1,3
172130,3,1,2
172131,2,1,3
172132,2,3,1
172133,2,1,3
172134,1,3,2
172135,3,2,1
172136,2,1,3
172137,2,3,1
172138,3,1,2
172139,1,2,3
172140,1,3,2
172141,1,3,2
172142,3,2,1
172143,1,2,3
172144,2,3,1
172145,3,2,1
172146,1,2,3
172147,3,2,1
172148,2,3,1
172149,1,3,2
172150,1,2,3
172151,3,2,1
172152,3,1,2
172153,3,2,1
172154,3,1,2
172155,1,2,3
172156,3,1,2
172157,3,1,2
172158,1,3,2
172159,2,1,3
172160,3,2,1
172161,1,2,3
172162,3,2,1
172163,1,2,3
172164,2,1,3
172165,2,1,3
172166,2,3,1
172167,1,2,3
172168,2,3,1
172169,3,2,1
172170,1,2,3
172171,3,2,1
172172,2,3,1
172173,1,3,2
172174,2,1,3
172175,1,2,3
172176,2,3,1
172177,2,1,3
172178,1,2,3
172179,2,1,3
172180,2,3,1
172181,1,2,3
172182,1,2,3
172183,3,2,1
172184,3,1,2
172185,3,1,2
172186,1,2,3
172187,2,1,3
172188,2,3,1
172189,3,1,2
172190,3,2,1
172191,2,3,1
172192,3,1,2
172193,2,1,3
172194,2,3,1
172195,2,3,1
172196,1,2,3
172197,1,2,3
172198,2,3,1
172199,2,1,3
172200,2,1,3
172201,3,1,2
172202,2,3,1
172203,1,3,2
172204,3,1,2
172205,2,1,3
172206,2,3,1
172207,3,1,2
172208,3,1,2
172209,3,2,1
172210,3,2,1
172211,3,1,2
172212,1,2,3
172213,1,3,2
172214,1,3,2
172215,2,1,3
172216,1,2,3
172217,1,2,3
172218,3,2,1
